"",".model_id",".model_desc",".key",".index",".value",".conf_lo",".conf_hi","Date","NCO_trans_clean_drop","holiday_name_event"
"199",NA,"ACTUAL","actual",2019-07-18,680,NA,NA,2019-07-18,6.52356230614951,"0"
"200",NA,"ACTUAL","actual",2019-07-19,753,NA,NA,2019-07-19,6.62539236800796,"0"
"201",NA,"ACTUAL","actual",2019-07-20,358,NA,NA,2019-07-20,5.88332238848828,"0"
"202",NA,"ACTUAL","actual",2019-07-21,228,NA,NA,2019-07-21,5.43372200355424,"0"
"203",NA,"ACTUAL","actual",2019-07-22,882,NA,NA,2019-07-22,6.78332520060396,"0"
"204",NA,"ACTUAL","actual",2019-07-23,805,NA,NA,2019-07-23,6.69208374250663,"0"
"205",NA,"ACTUAL","actual",2019-07-24,743,NA,NA,2019-07-24,6.61204103483309,"0"
"206",NA,"ACTUAL","actual",2019-07-25,707,NA,NA,2019-07-25,6.56244409369372,"0"
"207",NA,"ACTUAL","actual",2019-07-26,824,NA,NA,2019-07-26,6.71538338633468,"0"
"208",NA,"ACTUAL","actual",2019-07-27,472,NA,NA,2019-07-27,6.15909538849193,"0"
"209",NA,"ACTUAL","actual",2019-07-28,319,NA,NA,2019-07-28,5.76832099579377,"0"
"210",NA,"ACTUAL","actual",2019-07-29,1141,NA,NA,2019-07-29,7.04053639021596,"0"
"211",NA,"ACTUAL","actual",2019-07-30,1029,NA,NA,2019-07-30,6.93731408122368,"0"
"212",NA,"ACTUAL","actual",2019-07-31,1139,NA,NA,2019-07-31,7.03878354138854,"0"
"213",NA,"ACTUAL","actual",2019-08-01,1368,NA,NA,2019-08-01,7.22183582528845,"0"
"214",NA,"ACTUAL","actual",2019-08-02,1107,NA,NA,2019-08-02,7.01031186730723,"0"
"215",NA,"ACTUAL","actual",2019-08-03,503,NA,NA,2019-08-03,6.22257626807137,"0"
"216",NA,"ACTUAL","actual",2019-08-04,277,NA,NA,2019-08-04,5.62762111369064,"0"
"217",NA,"ACTUAL","actual",2019-08-05,914,NA,NA,2019-08-05,6.81892406527552,"0"
"218",NA,"ACTUAL","actual",2019-08-06,712,NA,NA,2019-08-06,6.5694814204143,"0"
"219",NA,"ACTUAL","actual",2019-08-07,553,NA,NA,2019-08-07,6.31716468674728,"0"
"220",NA,"ACTUAL","actual",2019-08-08,647,NA,NA,2019-08-08,6.47389069635227,"0"
"221",NA,"ACTUAL","actual",2019-08-09,522,NA,NA,2019-08-09,6.25958146406492,"0"
"222",NA,"ACTUAL","actual",2019-08-10,269,NA,NA,2019-08-10,5.59842195899838,"0"
"223",NA,"ACTUAL","actual",2019-08-11,155,NA,NA,2019-08-11,5.04985600724954,"0"
"224",NA,"ACTUAL","actual",2019-08-12,567,NA,NA,2019-08-12,6.34212141872115,"0"
"225",NA,"ACTUAL","actual",2019-08-13,578,NA,NA,2019-08-13,6.361302477573,"0"
"226",NA,"ACTUAL","actual",2019-08-14,606,NA,NA,2019-08-14,6.4085287910595,"0"
"227",NA,"ACTUAL","actual",2019-08-15,605,NA,NA,2019-08-15,6.40687998606931,"0"
"228",NA,"ACTUAL","actual",2019-08-16,573,NA,NA,2019-08-16,6.35262939631957,"0"
"229",NA,"ACTUAL","actual",2019-08-17,300,NA,NA,2019-08-17,5.70711026474888,"0"
"230",NA,"ACTUAL","actual",2019-08-18,188,NA,NA,2019-08-18,5.24174701505964,"0"
"231",NA,"ACTUAL","actual",2019-08-19,712,NA,NA,2019-08-19,6.5694814204143,"0"
"232",NA,"ACTUAL","actual",2019-08-20,679,NA,NA,2019-08-20,6.52209279817015,"0"
"233",NA,"ACTUAL","actual",2019-08-21,648,NA,NA,2019-08-21,6.47543271670409,"0"
"234",NA,"ACTUAL","actual",2019-08-22,598,NA,NA,2019-08-22,6.39526159811545,"0"
"235",NA,"ACTUAL","actual",2019-08-23,670,NA,NA,2019-08-23,6.50876913697168,"0"
"236",NA,"ACTUAL","actual",2019-08-24,359,NA,NA,2019-08-24,5.88610403145016,"0"
"237",NA,"ACTUAL","actual",2019-08-25,231,NA,NA,2019-08-25,5.44673737166631,"0"
"238",NA,"ACTUAL","actual",2019-08-26,858,NA,NA,2019-08-26,6.75576892198425,"0"
"239",NA,"ACTUAL","actual",2019-08-27,724,NA,NA,2019-08-27,6.58617165485467,"0"
"240",NA,"ACTUAL","actual",2019-08-28,688,NA,NA,2019-08-28,6.53524127101366,"0"
"241",NA,"ACTUAL","actual",2019-08-29,745,NA,NA,2019-08-29,6.61472560020376,"0"
"242",NA,"ACTUAL","actual",2019-08-30,877,NA,NA,2019-08-30,6.77764659363512,"0"
"243",NA,"ACTUAL","actual",2019-08-31,472,NA,NA,2019-08-31,6.15909538849193,"0"
"244",NA,"ACTUAL","actual",2019-09-01,425,NA,NA,2019-09-01,6.05443934626937,"0"
"245",NA,"ACTUAL","actual",2019-09-02,357,NA,NA,2019-09-02,5.8805329864007,"0"
"246",NA,"ACTUAL","actual",2019-09-03,1240,NA,NA,2019-09-03,7.12367278520461,"0"
"247",NA,"ACTUAL","actual",2019-09-04,854,NA,NA,2019-09-04,6.75110146893676,"0"
"248",NA,"ACTUAL","actual",2019-09-05,693,NA,NA,2019-09-05,6.5424719605068,"0"
"249",NA,"ACTUAL","actual",2019-09-06,658,NA,NA,2019-09-06,6.49072353450251,"0"
"250",NA,"ACTUAL","actual",2019-09-07,301,NA,NA,2019-09-07,5.71042701737487,"0"
"251",NA,"ACTUAL","actual",2019-09-08,198,NA,NA,2019-09-08,5.29330482472449,"0"
"252",NA,"ACTUAL","actual",2019-09-09,667,NA,NA,2019-09-09,6.50428817353665,"0"
"253",NA,"ACTUAL","actual",2019-09-10,568,NA,NA,2019-09-10,6.34388043412633,"0"
"254",NA,"ACTUAL","actual",2019-09-11,478,NA,NA,2019-09-11,6.17170059741091,"0"
"255",NA,"ACTUAL","actual",2019-09-12,532,NA,NA,2019-09-12,6.27852142416584,"0"
"256",NA,"ACTUAL","actual",2019-09-13,534,NA,NA,2019-09-13,6.28226674689601,"0"
"257",NA,"ACTUAL","actual",2019-09-14,236,NA,NA,2019-09-14,5.46806014113513,"0"
"258",NA,"ACTUAL","actual",2019-09-15,162,NA,NA,2019-09-15,5.09375020080676,"0"
"259",NA,"ACTUAL","actual",2019-09-16,617,NA,NA,2019-09-16,6.42648845745769,"0"
"260",NA,"ACTUAL","actual",2019-09-17,590,NA,NA,2019-09-17,6.3818160174061,"0"
"261",NA,"ACTUAL","actual",2019-09-18,541,NA,NA,2019-09-18,6.29526600143965,"0"
"262",NA,"ACTUAL","actual",2019-09-19,598,NA,NA,2019-09-19,6.39526159811545,"0"
"263",NA,"ACTUAL","actual",2019-09-20,615,NA,NA,2019-09-20,6.42324696353352,"0"
"264",NA,"ACTUAL","actual",2019-09-21,264,NA,NA,2019-09-21,5.57972982598622,"0"
"265",NA,"ACTUAL","actual",2019-09-22,198,NA,NA,2019-09-22,5.29330482472449,"0"
"266",NA,"ACTUAL","actual",2019-09-23,767,NA,NA,2019-09-23,6.64378973314767,"0"
"267",NA,"ACTUAL","actual",2019-09-24,723,NA,NA,2019-09-24,6.58479139238572,"0"
"268",NA,"ACTUAL","actual",2019-09-25,816,NA,NA,2019-09-25,6.70563909486,"0"
"269",NA,"ACTUAL","actual",2019-09-26,677,NA,NA,2019-09-26,6.5191472879404,"0"
